gene:Zm00001eb000250 gene:Zm00001eb000290
gene:Zm00001eb391870 gene:Zm00001eb391880
gene:Zm00001eb392090 gene:Zm00001eb392100
gene:Zm00001eb392090 gene:Zm00001eb392110
gene:Zm00001eb392100 gene:Zm00001eb392110
gene:Zm00001eb392460 gene:Zm00001eb392470
gene:Zm00001eb392610 gene:Zm00001eb392650
gene:Zm00001eb392780 gene:Zm00001eb392790
gene:Zm00001eb393380 gene:Zm00001eb393390
gene:Zm00001eb393460 gene:Zm00001eb393490
gene:Zm00001eb393480 gene:Zm00001eb393490
gene:Zm00001eb393820 gene:Zm00001eb393830
gene:Zm00001eb393970 gene:Zm00001eb393990
gene:Zm00001eb394100 gene:Zm00001eb394110
gene:Zm00001eb394140 gene:Zm00001eb394150
gene:Zm00001eb394210 gene:Zm00001eb394220
gene:Zm00001eb395330 gene:Zm00001eb395360
gene:Zm00001eb395360 gene:Zm00001eb395370
gene:Zm00001eb396110 gene:Zm00001eb396120
gene:Zm00001eb396200 gene:Zm00001eb396240
gene:Zm00001eb396230 gene:Zm00001eb396250
gene:Zm00001eb396240 gene:Zm00001eb396270
gene:Zm00001eb396250 gene:Zm00001eb396280
gene:Zm00001eb397000 gene:Zm00001eb397010
gene:Zm00001eb397440 gene:Zm00001eb397450
gene:Zm00001eb397440 gene:Zm00001eb397460
gene:Zm00001eb397450 gene:Zm00001eb397460
gene:Zm00001eb397450 gene:Zm00001eb397470
gene:Zm00001eb397460 gene:Zm00001eb397470
gene:Zm00001eb397460 gene:Zm00001eb397480
gene:Zm00001eb397470 gene:Zm00001eb397480
gene:Zm00001eb397570 gene:Zm00001eb397580
gene:Zm00001eb398280 gene:Zm00001eb398290
gene:Zm00001eb398280 gene:Zm00001eb398300
gene:Zm00001eb398290 gene:Zm00001eb398300
gene:Zm00001eb398290 gene:Zm00001eb398310
gene:Zm00001eb398300 gene:Zm00001eb398310
gene:Zm00001eb398300 gene:Zm00001eb398320
gene:Zm00001eb398350 gene:Zm00001eb398360
gene:Zm00001eb398830 gene:Zm00001eb398840
gene:Zm00001eb399770 gene:Zm00001eb399780
gene:Zm00001eb399890 gene:Zm00001eb399900
gene:Zm00001eb399970 gene:Zm00001eb399980
gene:Zm00001eb400140 gene:Zm00001eb400150
gene:Zm00001eb400290 gene:Zm00001eb400320
gene:Zm00001eb400540 gene:Zm00001eb400550
gene:Zm00001eb400610 gene:Zm00001eb400620
gene:Zm00001eb400770 gene:Zm00001eb400780
gene:Zm00001eb400890 gene:Zm00001eb400920
gene:Zm00001eb401120 gene:Zm00001eb401130
gene:Zm00001eb401260 gene:Zm00001eb401270
gene:Zm00001eb401260 gene:Zm00001eb401280
gene:Zm00001eb401270 gene:Zm00001eb401280
gene:Zm00001eb401690 gene:Zm00001eb401710
gene:Zm00001eb401920 gene:Zm00001eb401960
gene:Zm00001eb401930 gene:Zm00001eb401950
gene:Zm00001eb401940 gene:Zm00001eb401980
gene:Zm00001eb401950 gene:Zm00001eb401970
gene:Zm00001eb402030 gene:Zm00001eb402050
gene:Zm00001eb402110 gene:Zm00001eb402140
gene:Zm00001eb402520 gene:Zm00001eb402560
gene:Zm00001eb402630 gene:Zm00001eb402640
gene:Zm00001eb403020 gene:Zm00001eb403060
gene:Zm00001eb403180 gene:Zm00001eb403190
gene:Zm00001eb404230 gene:Zm00001eb404240
gene:Zm00001eb404560 gene:Zm00001eb404570
gene:Zm00001eb404560 gene:Zm00001eb404590
gene:Zm00001eb404570 gene:Zm00001eb404580
gene:Zm00001eb404570 gene:Zm00001eb404590
gene:Zm00001eb404580 gene:Zm00001eb404590
