gene:Os01g0106300 gene:Os01g0106400
gene:Os07g0292100 gene:Os07g0293000
gene:Os07g0416700 gene:Os07g0416900
gene:Os07g0416700 gene:Os07g0417200
gene:Os07g0416900 gene:Os07g0417200
gene:Os07g0418500 gene:Os07g0419000
gene:Os07g0418600 gene:Os07g0418700
gene:Os07g0420700 gene:Os07g0421300
gene:Os07g0429600 gene:Os07g0429700
gene:Os07g0429600 gene:Os07g0430501
gene:Os07g0429700 gene:Os07g0430501
gene:Os07g0429700 gene:Os07g0431160
gene:Os07g0430501 gene:Os07g0432201
gene:Os07g0431160 gene:Os07g0432201
gene:Os07g0432201 gene:Os07g0432333
gene:Os07g0434125 gene:Os07g0434300
gene:Os07g0446600 gene:Os07g0446900
gene:Os07g0446900 gene:Os07g0447200
gene:Os07g0448100 gene:Os07g0448200
gene:Os07g0448100 gene:Os07g0448400
gene:Os07g0448200 gene:Os07g0448400
gene:Os07g0448300 gene:Os07g0448600
gene:Os07g0448400 gene:Os07g0448800
gene:Os07g0458500 gene:Os07g0458700
gene:Os07g0462700 gene:Os07g0463500
gene:Os07g0462800 gene:Os07g0463600
gene:Os07g0463600 gene:Os07g0464200
gene:Os07g0481300 gene:Os07g0481400
gene:Os07g0487300 gene:Os07g0488400
gene:Os07g0487198 gene:Os07g0488215
gene:Os07g0489200 gene:Os07g0489300
gene:Os07g0489200 gene:Os07g0489950
gene:Os07g0489300 gene:Os07g0489950
gene:Os07g0489950 gene:Os07g0490100
gene:Os07g0493200 gene:Os07g0493800
gene:Os07g0493800 gene:Os07g0494300
gene:Os07g0494300 gene:Os07g0494800
gene:Os07g0495200 gene:Os07g0495400
gene:Os07g0500800 gene:Os07g0501100
gene:Os07g0500951 gene:Os07g0501133
gene:Os07g0502900 gene:Os07g0503300
gene:Os07g0502900 gene:Os07g0503500
gene:Os07g0503300 gene:Os07g0503500
gene:Os07g0503500 gene:Os07g0503900
gene:Os07g0503600 gene:Os07g0503900
gene:Os07g0504200 gene:Os07g0504500
gene:Os07g0507500 gene:Os07g0507600
gene:Os07g0510400 gene:Os07g0510500
gene:Os07g0515700 gene:Os07g0515900
gene:Os07g0516000 gene:Os07g0516050
gene:Os07g0517700 gene:Os07g0518200
gene:Os07g0517900 gene:Os07g0518100
gene:Os07g0517900 gene:Os07g0518500
gene:Os07g0518100 gene:Os07g0518500
gene:Os07g0518500 gene:Os07g0519100
gene:Os07g0518500 gene:Os07g0519300
gene:Os07g0519100 gene:Os07g0519300
gene:Os07g0519100 gene:Os07g0519600
gene:Os07g0519300 gene:Os07g0519600
gene:Os07g0519600 gene:Os07g0520100
gene:Os07g0519800 gene:Os07g0520300
gene:Os07g0520100 gene:Os07g0520300
gene:Os07g0521100 gene:Os07g0521500
gene:Os07g0521300 gene:Os07g0521600
gene:Os07g0521500 gene:Os07g0521600
gene:Os07g0521600 gene:Os07g0521800
gene:Os07g0523000 gene:Os07g0523200
gene:Os07g0523100 gene:Os07g0523150
gene:Os07g0523100 gene:Os07g0523300
gene:Os07g0523150 gene:Os07g0523300
gene:Os07g0523300 gene:Os07g0523500
gene:Os07g0523400 gene:Os07g0523600
gene:Os07g0523500 gene:Os07g0523700
gene:Os07g0523600 gene:Os07g0523965
gene:Os07g0524900 gene:Os07g0525100
gene:Os07g0525500 gene:Os07g0525900
gene:Os07g0525900 gene:Os07g0526400
gene:Os07g0527000 gene:Os07g0527300
gene:Os07g0527900 gene:Os07g0528200
gene:Os07g0527900 gene:Os07g0528400
gene:Os07g0528200 gene:Os07g0528400
gene:Os07g0532800 gene:Os07g0533000
gene:Os07g0532866 gene:Os07g0532932
gene:Os07g0533000 gene:Os07g0533300
gene:Os07g0532932 gene:Os07g0533850
gene:Os07g0533300 gene:Os07g0533600
gene:Os07g0533300 gene:Os07g0533800
gene:Os07g0533600 gene:Os07g0533800
gene:Os07g0534100 gene:Os07g0534300
gene:Os07g0534100 gene:Os07g0534500
gene:Os07g0534300 gene:Os07g0534500
gene:Os07g0534700 gene:Os07g0535800
gene:Os07g0535100 gene:Os07g0535200
gene:Os07g0535100 gene:Os07g0535600
gene:Os07g0535200 gene:Os07g0535600
gene:Os07g0535200 gene:Os07g0535700
gene:Os07g0535600 gene:Os07g0535700
gene:Os07g0535800 gene:Os07g0537000
gene:Os07g0537000 gene:Os07g0537200
gene:Os07g0537200 gene:Os07g0537300
gene:Os07g0537300 gene:Os07g0537500
gene:Os07g0537400 gene:Os07g0537500
gene:Os07g0537500 gene:Os07g0537600
gene:Os07g0537600 gene:Os07g0537900
gene:Os07g0537900 gene:Os07g0538200
gene:Os07g0538200 gene:Os07g0538300
gene:Os07g0538300 gene:Os07g0538700
gene:Os07g0538700 gene:Os07g0539700
gene:Os07g0539100 gene:Os07g0539300
gene:Os07g0539300 gene:Os07g0539400
gene:Os07g0539300 gene:Os07g0539900
gene:Os07g0539400 gene:Os07g0539900
gene:Os07g0539700 gene:Os07g0540100
gene:Os07g0540100 gene:Os07g0540500
gene:Os07g0540500 gene:Os07g0540800
gene:Os07g0540600 gene:Os07g0540800
gene:Os07g0540600 gene:Os07g0541000
gene:Os07g0540800 gene:Os07g0541000
gene:Os07g0541000 gene:Os07g0541200
gene:Os07g0541000 gene:Os07g0541400
gene:Os07g0541200 gene:Os07g0541400
gene:Os07g0541200 gene:Os07g0541500
gene:Os07g0541400 gene:Os07g0541500
gene:Os07g0541400 gene:Os07g0541700
gene:Os07g0541500 gene:Os07g0541700
gene:Os07g0541700 gene:Os07g0541800
gene:Os07g0541700 gene:Os07g0541900
gene:Os07g0541800 gene:Os07g0541900
gene:Os07g0541850 gene:Os07g0542232
gene:Os07g0541900 gene:Os07g0542400
gene:Os07g0542400 gene:Os07g0542600
gene:Os07g0543100 gene:Os07g0543300
gene:Os07g0545300 gene:Os07g0545400
gene:Os07g0546800 gene:Os07g0547100
gene:Os07g0547700 gene:Os07g0548100
gene:Os07g0550500 gene:Os07g0550900
gene:Os07g0550900 gene:Os07g0551300
gene:Os07g0551600 gene:Os07g0551700
gene:Os07g0551600 gene:Os07g0552800
gene:Os07g0551700 gene:Os07g0552800
gene:Os07g0552400 gene:Os07g0552800
gene:Os07g0552800 gene:Os07g0553000
gene:Os07g0552800 gene:Os07g0553400
gene:Os07g0553000 gene:Os07g0553400
gene:Os07g0554100 gene:Os07g0554200
gene:Os07g0554200 gene:Os07g0554500
gene:Os07g0554500 gene:Os07g0554600
gene:Os07g0554600 gene:Os07g0554900
gene:Os07g0554900 gene:Os07g0555000
gene:Os07g0555000 gene:Os07g0555100
gene:Os07g0555100 gene:Os07g0555300
gene:Os07g0555300 gene:Os07g0555400
gene:Os07g0557100 gene:Os07g0557200
gene:Os07g0557100 gene:Os07g0557400
gene:Os07g0557200 gene:Os07g0557400
gene:Os07g0558200 gene:Os07g0558300
gene:Os07g0561800 gene:Os07g0562400
gene:Os07g0565000 gene:Os07g0565100
gene:Os07g0569550 gene:Os07g0569800
gene:Os07g0570100 gene:Os07g0570300
gene:Os07g0570100 gene:Os07g0570500
gene:Os07g0570300 gene:Os07g0570500
gene:Os07g0574300 gene:Os07g0574500
gene:Os07g0574500 gene:Os07g0574600
gene:Os07g0575600 gene:Os07g0575700
gene:Os07g0575600 gene:Os07g0575750
gene:Os07g0575700 gene:Os07g0575750
gene:Os07g0576100 gene:Os07g0576500
gene:Os07g0576300 gene:Os07g0576550
gene:Os07g0579100 gene:Os07g0580200
gene:Os07g0579100 gene:Os07g0580300
gene:Os07g0580200 gene:Os07g0580300
gene:Os07g0580700 gene:Os07g0580733
gene:Os07g0580700 gene:Os07g0580766
gene:Os07g0582400 gene:Os07g0582500
gene:Os07g0583300 gene:Os07g0583500
gene:Os07g0586100 gene:Os07g0586200
gene:Os07g0588600 gene:Os07g0588700
gene:Os07g0601000 gene:Os07g0601100
gene:Os07g0601000 gene:Os07g0601900
gene:Os07g0601100 gene:Os07g0601900
gene:Os07g0601900 gene:Os07g0602000
gene:Os07g0601900 gene:Os07g0602050
gene:Os07g0602000 gene:Os07g0602050
gene:Os07g0604300 gene:Os07g0604400
gene:Os07g0604500 gene:Os07g0604550
gene:Os07g0604600 gene:Os07g0604700
gene:Os07g0605350 gene:Os07g0605900
gene:Os07g0605400 gene:Os07g0605900
gene:Os07g0605800 gene:Os07g0606400
gene:Os07g0608800 gene:Os07g0608900
gene:Os07g0609100 gene:Os07g0610200
gene:Os07g0610200 gene:Os07g0611200
gene:Os07g0611200 gene:Os07g0611400
gene:Os07g0611200 gene:Os07g0611500
gene:Os07g0611400 gene:Os07g0611500
gene:Os07g0611700 gene:Os07g0612200
gene:Os07g0617100 gene:Os07g0617500
gene:Os07g0624900 gene:Os07g0625400
gene:Os07g0624900 gene:Os07g0625500
gene:Os07g0625500 gene:Os07g0625600
gene:Os07g0628700 gene:Os07g0628900
gene:Os07g0629300 gene:Os07g0629900
gene:Os07g0629900 gene:Os07g0630400
gene:Os07g0635200 gene:Os07g0635300
gene:Os07g0635300 gene:Os07g0635500
gene:Os07g0635300 gene:Os07g0635700
gene:Os07g0635500 gene:Os07g0635700
gene:Os07g0637700 gene:Os07g0638500
gene:Os07g0638300 gene:Os07g0638400
gene:Os07g0638600 gene:Os07g0639000
gene:Os07g0639000 gene:Os07g0639400
gene:Os07g0639400 gene:Os07g0639500
gene:Os07g0643000 gene:Os07g0643100
gene:Os07g0642950 gene:Os07g0643500
gene:Os07g0643100 gene:Os07g0643400
gene:Os07g0643100 gene:Os07g0643700
gene:Os07g0643400 gene:Os07g0643700
gene:Os07g0644700 gene:Os07g0644900
gene:Os07g0645900 gene:Os07g0646300
gene:Os07g0646200 gene:Os07g0646500
gene:Os07g0646300 gene:Os07g0646600
gene:Os07g0646500 gene:Os07g0646700
gene:Os07g0648000 gene:Os07g0648233
gene:Os07g0648233 gene:Os07g0648400
gene:Os07g0648400 gene:Os07g0648900
gene:Os07g0648900 gene:Os07g0649100
gene:Os07g0648900 gene:Os07g0649300
gene:Os07g0649100 gene:Os07g0649300
gene:Os07g0649100 gene:Os07g0649500
gene:Os07g0649300 gene:Os07g0649500
gene:Os07g0649500 gene:Os07g0649800
gene:Os07g0649800 gene:Os07g0650100
gene:Os07g0649800 gene:Os07g0650200
gene:Os07g0650100 gene:Os07g0650200
gene:Os07g0650200 gene:Os07g0650375
gene:Os07g0650375 gene:Os07g0650600
gene:Os07g0650600 gene:Os07g0651400
gene:Os07g0651600 gene:Os07g0651800
gene:Os07g0651600 gene:Os07g0653050
gene:Os07g0651800 gene:Os07g0653050
gene:Os07g0653050 gene:Os07g0653900
gene:Os07g0653900 gene:Os07g0654450
gene:Os07g0654450 gene:Os07g0654700
gene:Os07g0654450 gene:Os07g0654900
gene:Os07g0654700 gene:Os07g0654900
gene:Os07g0654900 gene:Os07g0655201
gene:Os07g0656600 gene:Os07g0656700
gene:Os07g0663500 gene:Os07g0663600
gene:Os07g0663500 gene:Os07g0663700
gene:Os07g0663600 gene:Os07g0663700
gene:Os07g0663700 gene:Os07g0663800
gene:Os07g0663800 gene:Os07g0663900
gene:Os07g0663800 gene:Os07g0664000
gene:Os07g0663900 gene:Os07g0664000
gene:Os07g0663900 gene:Os07g0664150
gene:Os07g0664000 gene:Os07g0664150
gene:Os07g0664150 gene:Os07g0664200
gene:Os07g0664150 gene:Os07g0664400
gene:Os07g0664200 gene:Os07g0664400
gene:Os07g0664200 gene:Os07g0664500
gene:Os07g0664400 gene:Os07g0664500
gene:Os07g0664400 gene:Os07g0664600
gene:Os07g0664500 gene:Os07g0664600
gene:Os07g0664500 gene:Os07g0664900
gene:Os07g0664600 gene:Os07g0664900
gene:Os07g0664600 gene:Os07g0665000
gene:Os07g0664900 gene:Os07g0665000
gene:Os07g0665300 gene:Os07g0665700
gene:Os07g0665250 gene:Os07g0665750
gene:Os07g0670200 gene:Os07g0670300
gene:Os07g0674400 gene:Os07g0674500
gene:Os07g0676900 gene:Os07g0677100
gene:Os07g0676900 gene:Os07g0677200
gene:Os07g0677100 gene:Os07g0677200
gene:Os07g0677100 gene:Os07g0677300
gene:Os07g0677200 gene:Os07g0677300
gene:Os07g0677200 gene:Os07g0677400
gene:Os07g0677300 gene:Os07g0677400
gene:Os07g0677300 gene:Os07g0677500
gene:Os07g0677400 gene:Os07g0677500
gene:Os07g0678300 gene:Os07g0678600
gene:Os07g0683600 gene:Os07g0683900
gene:Os07g0683600 gene:Os07g0684000
gene:Os07g0683900 gene:Os07g0684000
gene:Os07g0688800 gene:Os07g0689150
gene:Os07g0689150 gene:Os07g0689300
gene:Os08g0105400 gene:Os08g0105600
gene:Os08g0105400 gene:Os08g0105700
gene:Os08g0105600 gene:Os08g0105700
gene:Os08g0105550 gene:Os08g0105901
gene:Os08g0105700 gene:Os08g0105800
gene:Os08g0105800 gene:Os08g0106000
gene:Os08g0106000 gene:Os08g0106300
gene:Os08g0107700 gene:Os08g0107800
gene:Os08g0111300 gene:Os08g0111500
gene:Os08g0111300 gene:Os08g0111800
gene:Os08g0111500 gene:Os08g0111800
gene:Os08g0111500 gene:Os08g0112300
gene:Os08g0111800 gene:Os08g0112300
gene:Os08g0114150 gene:Os08g0114175
gene:Os08g0117200 gene:Os08g0117300
gene:Os08g0118500 gene:Os08g0118800
gene:Os08g0120900 gene:Os08g0121275
gene:Os08g0120900 gene:Os08g0121500
gene:Os08g0121400 gene:Os08g0121800
gene:Os08g0122900 gene:Os08g0123101
gene:Os08g0123900 gene:Os08g0124000
gene:Os08g0123833 gene:Os08g0124050
gene:Os08g0124000 gene:Os08g0124100
gene:Os08g0124100 gene:Os08g0124500
gene:Os08g0124500 gene:Os08g0124600
gene:Os08g0124600 gene:Os08g0124700
gene:Os08g0124566 gene:Os08g0124850
gene:Os08g0125006 gene:Os08g0125059
gene:Os08g0125112 gene:Os08g0125250
gene:Os08g0125200 gene:Os08g0125800
gene:Os08g0126000 gene:Os08g0126100
gene:Os08g0128700 gene:Os08g0129300
gene:Os08g0128900 gene:Os08g0129300
gene:Os08g0129300 gene:Os08g0129400
gene:Os08g0132000 gene:Os08g0132100
gene:Os08g0132000 gene:Os08g0132600
gene:Os08g0132100 gene:Os08g0132600
gene:Os08g0132600 gene:Os08g0133600
gene:Os08g0133000 gene:Os08g0133700
gene:Os08g0133600 gene:Os08g0134900
gene:Os08g0136300 gene:Os08g0136500
gene:Os08g0136500 gene:Os08g0136700
gene:Os08g0136700 gene:Os08g0136800
gene:Os08g0137100 gene:Os08g0137250
gene:Os08g0137400 gene:Os08g0138100
gene:Os08g0137800 gene:Os08g0137900
gene:Os08g0137800 gene:Os08g0138100
gene:Os08g0137900 gene:Os08g0138100
gene:Os08g0137900 gene:Os08g0138200
gene:Os08g0138100 gene:Os08g0138200
gene:Os08g0138100 gene:Os08g0138400
gene:Os08g0138200 gene:Os08g0138400
gene:Os08g0140300 gene:Os08g0140500
gene:Os08g0140600 gene:Os08g0140700
gene:Os08g0140600 gene:Os08g0141000
gene:Os08g0140700 gene:Os08g0141000
gene:Os08g0142500 gene:Os08g0142900
gene:Os08g0144400 gene:Os08g0145600
gene:Os08g0149333 gene:Os08g0149800
gene:Os08g0151900 gene:Os08g0152000
gene:Os08g0151900 gene:Os08g0152100
gene:Os08g0152000 gene:Os08g0152100
gene:Os08g0152300 gene:Os08g0152400
gene:Os08g0156000 gene:Os08g0156100
gene:Os08g0158200 gene:Os08g0158300
gene:Os08g0158200 gene:Os08g0158400
gene:Os08g0158300 gene:Os08g0158400
gene:Os08g0163900 gene:Os08g0164000
gene:Os08g0163900 gene:Os08g0164300
gene:Os08g0164000 gene:Os08g0164300
gene:Os08g0167800 gene:Os08g0168000
gene:Os08g0167800 gene:Os08g0168400
gene:Os08g0168000 gene:Os08g0168400
gene:Os08g0168700 gene:Os08g0169400
gene:Os08g0170100 gene:Os08g0170200
gene:Os08g0170100 gene:Os08g0170500
gene:Os08g0170200 gene:Os08g0170700
gene:Os08g0170500 gene:Os08g0170700
gene:Os08g0170700 gene:Os08g0170800
gene:Os08g0174100 gene:Os08g0174300
gene:Os08g0175300 gene:Os08g0175600
gene:Os08g0188900 gene:Os08g0189100
gene:Os08g0188900 gene:Os08g0189200
gene:Os08g0189100 gene:Os08g0189200
gene:Os08g0189100 gene:Os08g0189300
gene:Os08g0189200 gene:Os08g0189300
gene:Os08g0189200 gene:Os08g0189400
gene:Os08g0189300 gene:Os08g0189400
gene:Os08g0189300 gene:Os08g0189500
gene:Os08g0189400 gene:Os08g0189500
gene:Os08g0189400 gene:Os08g0189600
gene:Os08g0189500 gene:Os08g0189600
gene:Os08g0189500 gene:Os08g0189700
gene:Os08g0189600 gene:Os08g0189700
gene:Os08g0189600 gene:Os08g0189850
gene:Os08g0189700 gene:Os08g0189850
gene:Os08g0189700 gene:Os08g0189900
gene:Os08g0189850 gene:Os08g0189900
gene:Os08g0189850 gene:Os08g0190100
gene:Os08g0189900 gene:Os08g0190100
gene:Os08g0192100 gene:Os08g0192300
gene:Os08g0193200 gene:Os08g0193300
gene:Os08g0193200 gene:Os08g0193500
gene:Os08g0193300 gene:Os08g0193500
gene:Os08g0193300 gene:Os08g0194000
gene:Os08g0193500 gene:Os08g0194000
gene:Os08g0193600 gene:Os08g0193900
gene:Os08g0193900 gene:Os08g0194350
gene:Os08g0194000 gene:Os08g0194350
gene:Os08g0194000 gene:Os08g0195000
gene:Os08g0194350 gene:Os08g0195000
gene:Os08g0195800 gene:Os08g0195900
gene:Os08g0195800 gene:Os08g0196200
gene:Os08g0195900 gene:Os08g0196200
gene:Os08g0196900 gene:Os08g0197050
gene:Os08g0197000 gene:Os08g0197050
gene:Os08g0197000 gene:Os08g0197100
gene:Os08g0197050 gene:Os08g0197100
gene:Os08g0197100 gene:Os08g0197300
gene:Os08g0197300 gene:Os08g0197400
gene:Os08g0197300 gene:Os08g0197500
gene:Os08g0197400 gene:Os08g0197500
gene:Os08g0197400 gene:Os08g0197800
gene:Os08g0197500 gene:Os08g0197800
gene:Os08g0197800 gene:Os08g0197900
gene:Os08g0198000 gene:Os08g0198100
gene:Os08g0199000 gene:Os08g0199100
gene:Os08g0199400 gene:Os08g0200100
gene:Os08g0200500 gene:Os08g0201700
gene:Os08g0201500 gene:Os08g0202300
gene:Os08g0202300 gene:Os08g0203100
gene:Os08g0203100 gene:Os08g0203300
gene:Os08g0203201 gene:Os08g0203400
gene:Os08g0203300 gene:Os08g0203400
gene:Os08g0203400 gene:Os08g0203600
gene:Os08g0203400 gene:Os08g0203700
gene:Os08g0203600 gene:Os08g0203700
gene:Os08g0205100 gene:Os08g0205150
gene:Os08g0218700 gene:Os08g0219100
gene:Os08g0222100 gene:Os08g0222800
gene:Os08g0226000 gene:Os08g0226400
gene:Os08g0226100 gene:Os08g0226400
gene:Os08g0226400 gene:Os08g0226800
gene:Os08g0226800 gene:Os08g0227100
gene:Os08g0226800 gene:Os08g0227200
gene:Os08g0227100 gene:Os08g0227200
gene:Os08g0227100 gene:Os08g0227400
gene:Os08g0227200 gene:Os08g0227400
gene:Os08g0227200 gene:Os08g0228200
gene:Os08g0227400 gene:Os08g0228200
gene:Os08g0230100 gene:Os08g0230200
gene:Os08g0237000 gene:Os08g0237800
gene:Os08g0238200 gene:Os08g0238500
gene:Os08g0238200 gene:Os08g0238600
gene:Os08g0238500 gene:Os08g0239300
gene:Os08g0239900 gene:Os08g0240000
gene:Os08g0240500 gene:Os08g0240566
gene:Os08g0247600 gene:Os08g0247700
gene:Os08g0247600 gene:Os08g0248100
gene:Os08g0247700 gene:Os08g0248100
gene:Os08g0260800 gene:Os08g0261000
gene:Os08g0262500 gene:Os08g0263000
gene:Os08g0263000 gene:Os08g0264700
gene:Os08g0267000 gene:Os08g0267800
gene:Os08g0269500 gene:Os08g0269700
gene:Os08g0269600 gene:Os08g0269700
gene:Os08g0281500 gene:Os08g0282100
gene:Os08g0283300 gene:Os08g0283600
gene:Os08g0283300 gene:Os08g0283900
gene:Os08g0283600 gene:Os08g0283900
gene:Os08g0283600 gene:Os08g0284200
gene:Os08g0283900 gene:Os08g0284200
gene:Os08g0283900 gene:Os08g0284500
gene:Os08g0284200 gene:Os08g0284500
gene:Os08g0286500 gene:Os08g0287200
gene:Os08g0296600 gene:Os08g0296700
gene:Os08g0299600 gene:Os08g0299700
gene:Os08g0324300 gene:Os08g0325134
gene:Os08g0331000 gene:Os08g0331800
gene:Os08g0334300 gene:Os08g0335500
gene:Os08g0336500 gene:Os08g0337001
gene:Os08g0337001 gene:Os08g0337300
gene:Os08g0346400 gene:Os08g0346500
gene:Os08g0348300 gene:Os08g0352100
gene:Os08g0352100 gene:Os08g0353700
gene:Os08g0355400 gene:Os08g0356500
gene:Os08g0356500 gene:Os08g0356700
gene:Os08g0356500 gene:Os08g0356800
gene:Os08g0356700 gene:Os08g0356800
gene:Os08g0359100 gene:Os08g0359200
gene:Os08g0369800 gene:Os08g0371200
gene:Os08g0369800 gene:Os08g0371608
gene:Os08g0371200 gene:Os08g0371608
gene:Os08g0372700 gene:Os08g0373000
gene:Os08g0375500 gene:Os08g0375700
gene:Os08g0375900 gene:Os08g0376200
gene:Os08g0376700 gene:Os08g0377200
gene:Os08g0387700 gene:Os08g0388300
gene:Os08g0388900 gene:Os08g0389300
gene:Os08g0390200 gene:Os08g0390700
gene:Os08g0390700 gene:Os08g0391700
gene:Os08g0391000 gene:Os08g0391800
gene:Os08g0391700 gene:Os08g0392100
gene:Os08g0392100 gene:Os08g0392300
gene:Os08g0398000 gene:Os08g0398300
gene:Os08g0398000 gene:Os08g0398350
gene:Os08g0398300 gene:Os08g0398350
gene:Os08g0399300 gene:Os08g0400000
gene:Os08g0400000 gene:Os08g0400200
gene:Os08g0402001 gene:Os08g0402500
gene:Os08g0404200 gene:Os08g0404300
gene:Os08g0404400 gene:Os08g0404500
gene:Os08g0404400 gene:Os08g0404900
gene:Os08g0404500 gene:Os08g0404900
gene:Os08g0406500 gene:Os08g0406600
gene:Os08g0409900 gene:Os08g0410500
gene:Os08g0412700 gene:Os08g0412800
gene:Os08g0412700 gene:Os08g0413100
gene:Os08g0412800 gene:Os08g0413100
gene:Os08g0413100 gene:Os08g0413200
gene:Os08g0413100 gene:Os08g0413500
gene:Os08g0413200 gene:Os08g0413500
gene:Os08g0413200 gene:Os08g0414000
gene:Os08g0413500 gene:Os08g0414000
gene:Os08g0417000 gene:Os08g0417100
gene:Os08g0421300 gene:Os08g0421700
gene:Os08g0423500 gene:Os08g0423600
gene:Os08g0423500 gene:Os08g0424100
gene:Os08g0423600 gene:Os08g0424100
gene:Os08g0438100 gene:Os08g0438400
gene:Os08g0441200 gene:Os08g0441300
gene:Os08g0446200 gene:Os08g0446301
gene:Os08g0450100 gene:Os08g0450200
gene:Os08g0451400 gene:Os08g0451500
gene:Os08g0451400 gene:Os08g0451700
gene:Os08g0451500 gene:Os08g0451700
gene:Os08g0451800 gene:Os08g0452100
gene:Os08g0459700 gene:Os08g0460000
gene:Os08g0460700 gene:Os08g0460800
gene:Os08g0460700 gene:Os08g0460900
gene:Os08g0460800 gene:Os08g0460900
gene:Os08g0460800 gene:Os08g0461000
gene:Os08g0460900 gene:Os08g0461100
gene:Os08g0461000 gene:Os08g0461100
gene:Os08g0461000 gene:Os08g0461300
gene:Os08g0461100 gene:Os08g0461300
gene:Os08g0461100 gene:Os08g0461400
gene:Os08g0461300 gene:Os08g0461400
gene:Os08g0461300 gene:Os08g0461800
gene:Os08g0461700 gene:Os08g0461800
gene:Os08g0461700 gene:Os08g0462300
gene:Os08g0461800 gene:Os08g0462300
gene:Os08g0462800 gene:Os08g0462900
gene:Os08g0468100 gene:Os08g0468700
gene:Os08g0468200 gene:Os08g0468801
gene:Os08g0469000 gene:Os08g0469100
gene:Os08g0470200 gene:Os08g0470700
gene:Os08g0473600 gene:Os08g0473900
gene:Os08g0474866 gene:Os08g0475000
gene:Os08g0474866 gene:Os08g0475100
gene:Os08g0475000 gene:Os08g0475100
gene:Os08g0475000 gene:Os08g0475400
gene:Os08g0475100 gene:Os08g0475400
gene:Os08g0476900 gene:Os08g0477100
gene:Os08g0476900 gene:Os08g0477500
gene:Os08g0477100 gene:Os08g0477500
gene:Os08g0485600 gene:Os08g0485700
gene:Os08g0488800 gene:Os08g0489100
gene:Os08g0490800 gene:Os08g0490900
gene:Os08g0494400 gene:Os08g0495300
gene:Os08g0496400 gene:Os08g0496600
gene:Os08g0498100 gene:Os08g0498400
gene:Os08g0498100 gene:Os08g0498600
gene:Os08g0498400 gene:Os08g0498600
gene:Os08g0500900 gene:Os08g0501132
gene:Os08g0501000 gene:Os08g0501088
gene:Os08g0501000 gene:Os08g0501200
gene:Os08g0501088 gene:Os08g0501200
gene:Os08g0501200 gene:Os08g0501500
gene:Os08g0501500 gene:Os08g0501600
gene:Os08g0501500 gene:Os08g0501700
gene:Os08g0507000 gene:Os08g0507100
gene:Os08g0507000 gene:Os08g0507702
gene:Os08g0507100 gene:Os08g0507702
gene:Os08g0507702 gene:Os08g0508000
gene:Os08g0508800 gene:Os08g0509100
gene:Os08g0509200 gene:Os08g0509400
gene:Os08g0509300 gene:Os08g0509450
gene:Os08g0514000 gene:Os08g0514100
gene:Os08g0514600 gene:Os08g0515000
gene:Os08g0516200 gene:Os08g0516500
gene:Os08g0516200 gene:Os08g0516550
gene:Os08g0516500 gene:Os08g0516550
gene:Os08g0518800 gene:Os08g0518900
gene:Os08g0518800 gene:Os08g0519300
gene:Os08g0518900 gene:Os08g0519300
gene:Os08g0522700 gene:Os08g0523000
gene:Os08g0522700 gene:Os08g0523100
gene:Os08g0523000 gene:Os08g0523100
gene:Os08g0523000 gene:Os08g0523200
gene:Os08g0523100 gene:Os08g0523200
gene:Os08g0523100 gene:Os08g0523400
gene:Os08g0523200 gene:Os08g0523400
gene:Os08g0523200 gene:Os08g0523700
gene:Os08g0523400 gene:Os08g0523700
gene:Os08g0523700 gene:Os08g0523850
gene:Os08g0524200 gene:Os08g0524400
gene:Os08g0527100 gene:Os08g0527300
gene:Os08g0527100 gene:Os08g0527400
gene:Os08g0527300 gene:Os08g0527400
gene:Os08g0527300 gene:Os08g0527600
gene:Os08g0527400 gene:Os08g0527600
gene:Os08g0527400 gene:Os08g0527800
gene:Os08g0527600 gene:Os08g0527800
gene:Os08g0527800 gene:Os08g0528100
gene:Os08g0527900 gene:Os08g0528000
gene:Os08g0527900 gene:Os08g0528100
gene:Os08g0528000 gene:Os08g0528100
gene:Os08g0529300 gene:Os08g0529400
gene:Os08g0531700 gene:Os08g0531900
gene:Os08g0533300 gene:Os08g0533600
gene:Os08g0533450 gene:Os08g0533650
gene:Os08g0533700 gene:Os08g0534350
gene:Os08g0534200 gene:Os08g0534900
gene:Os08g0534300 gene:Os08g0534950
gene:Os08g0534350 gene:Os08g0535000
gene:Os08g0539400 gene:Os08g0539700
gene:Os08g0539700 gene:Os08g0539900
gene:Os08g0543050 gene:Os08g0543100
gene:Os08g0543050 gene:Os08g0543500
gene:Os08g0543100 gene:Os08g0543500
gene:Os08g0551300 gene:Os08g0551366
gene:Os08g0551300 gene:Os08g0551500
gene:Os08g0551366 gene:Os08g0551500
gene:Os08g0551366 gene:Os08g0551900
gene:Os08g0551500 gene:Os08g0551900
gene:Os08g0551900 gene:Os08g0552000
gene:Os08g0551900 gene:Os08g0552100
gene:Os08g0552000 gene:Os08g0552100
gene:Os08g0552000 gene:Os08g0552300
gene:Os08g0552100 gene:Os08g0552300
gene:Os08g0552100 gene:Os08g0552333
gene:Os08g0552300 gene:Os08g0552333
gene:Os08g0552300 gene:Os08g0552400
gene:Os08g0552333 gene:Os08g0552400
gene:Os08g0552200 gene:Os08g0552633
gene:Os08g0552400 gene:Os08g0553000
gene:Os08g0553000 gene:Os08g0552900
gene:Os08g0552800 gene:Os08g0552900
