gene:Et_10A_000251 gene:Et_10A_000994
gene:Et_5B_044476 gene:Et_5B_044478
gene:Et_5B_045493 gene:Et_5B_045496
gene:Et_5B_045493 gene:Et_5B_043323
gene:Et_5B_045496 gene:Et_5B_043323
gene:Et_5B_044516 gene:Et_5B_044515
gene:Et_5B_045500 gene:Et_5B_044521
gene:Et_5B_044522 gene:Et_5B_044521
gene:Et_5B_044534 gene:Et_5B_044538
gene:Et_5B_044536 gene:Et_5B_044539
gene:Et_5B_045509 gene:Et_5B_045510
gene:Et_5B_044553 gene:Et_5B_044552
gene:Et_5B_045513 gene:Et_5B_044557
gene:Et_5B_044562 gene:Et_5B_045516
gene:Et_5B_045515 gene:Et_5B_045517
gene:Et_5B_045523 gene:Et_5B_043104
gene:Et_5B_044574 gene:Et_5B_044573
gene:Et_5B_044574 gene:Et_5B_045527
gene:Et_5B_044573 gene:Et_5B_045527
gene:Et_5B_044583 gene:Et_5B_045533
gene:Et_5B_045533 gene:Et_5B_045534
gene:Et_5B_045533 gene:Et_5B_044586
gene:Et_5B_045534 gene:Et_5B_044586
gene:Et_5B_044623 gene:Et_5B_043330
gene:Et_5B_044620 gene:Et_5B_045545
gene:Et_5B_045545 gene:Et_5B_044626
gene:Et_5B_044626 gene:Et_5B_044625
gene:Et_5B_044626 gene:Et_5B_044628
gene:Et_5B_044625 gene:Et_5B_044628
gene:Et_5B_044628 gene:Et_5B_044627
gene:Et_5B_045548 gene:Et_5B_044632
gene:Et_5B_044654 gene:Et_5B_045553
gene:Et_5B_045553 gene:Et_5B_044653
gene:Et_5B_044650 gene:Et_5B_044649
gene:Et_5B_043333 gene:Et_5B_044656
gene:Et_5B_045559 gene:Et_5B_044660
gene:Et_5B_045560 gene:Et_5B_044667
gene:Et_5B_044669 gene:Et_5B_044668
gene:Et_5B_045565 gene:Et_5B_044663
gene:Et_5B_045562 gene:Et_5B_045566
gene:Et_5B_044663 gene:Et_5B_044661
gene:Et_5B_045563 gene:Et_5B_045564
gene:Et_5B_044721 gene:Et_5B_044719
gene:Et_5B_044721 gene:Et_5B_045591
gene:Et_5B_044719 gene:Et_5B_045591
gene:Et_5B_044720 gene:Et_5B_045591
gene:Et_5B_044745 gene:Et_5B_044746
gene:Et_5B_044745 gene:Et_5B_044751
gene:Et_5B_044746 gene:Et_5B_044751
gene:Et_5B_045613 gene:Et_5B_045614
gene:Et_5B_045613 gene:Et_5B_044759
gene:Et_5B_045614 gene:Et_5B_044759
gene:Et_5B_044762 gene:Et_5B_043342
gene:Et_5B_044759 gene:Et_5B_044765
gene:Et_5B_044765 gene:Et_5B_045617
gene:Et_5B_044764 gene:Et_5B_044763
gene:Et_5B_045617 gene:Et_5B_045619
gene:Et_5B_045618 gene:Et_5B_044770
gene:Et_5B_045624 gene:Et_5B_045620
gene:Et_5B_044783 gene:Et_5B_044779
gene:Et_5B_045626 gene:Et_5B_044784
gene:Et_5B_045627 gene:Et_5B_044784
gene:Et_5B_044779 gene:Et_5B_044784
gene:Et_5B_045636 gene:Et_5B_044791
gene:Et_5B_044791 gene:Et_5B_045637
gene:Et_5B_044791 gene:Et_5B_044792
gene:Et_5B_045637 gene:Et_5B_044792
gene:Et_5B_044792 gene:Et_5B_045635
gene:Et_5B_044792 gene:Et_5B_044804
gene:Et_5B_045635 gene:Et_5B_044804
gene:Et_5B_045635 gene:Et_5B_044803
gene:Et_5B_044804 gene:Et_5B_044803
gene:Et_5B_044804 gene:Et_5B_044802
gene:Et_5B_044803 gene:Et_5B_044802
gene:Et_5B_044805 gene:Et_5B_044813
gene:Et_5B_044812 gene:Et_5B_044806
gene:Et_5B_045640 gene:Et_5B_045645
gene:Et_5B_045644 gene:Et_5B_044818
gene:Et_5B_044833 gene:Et_5B_044832
gene:Et_5B_044857 gene:Et_5B_044856
gene:Et_5B_044871 gene:Et_5B_044868
gene:Et_5B_044870 gene:Et_5B_045673
gene:Et_5B_045675 gene:Et_5B_044877
gene:Et_5B_044874 gene:Et_5B_044876
gene:Et_5B_044876 gene:Et_5B_044883
gene:Et_5B_044876 gene:Et_5B_044881
gene:Et_5B_044883 gene:Et_5B_044881
gene:Et_5B_044881 gene:Et_5B_044879
gene:Et_5B_044881 gene:Et_5B_044885
gene:Et_5B_044879 gene:Et_5B_044885
gene:Et_5B_045676 gene:Et_5B_044886
gene:Et_5B_045676 gene:Et_5B_044885
gene:Et_5B_044886 gene:Et_5B_044885
gene:Et_5B_044886 gene:Et_5B_044884
gene:Et_5B_044885 gene:Et_5B_044884
gene:Et_5B_044894 gene:Et_5B_044898
gene:Et_5B_044894 gene:Et_5B_044895
gene:Et_5B_044898 gene:Et_5B_044895
gene:Et_5B_044899 gene:Et_5B_044904
gene:Et_5B_044899 gene:Et_5B_044902
gene:Et_5B_044904 gene:Et_5B_044902
gene:Et_5B_044904 gene:Et_5B_045681
gene:Et_5B_044902 gene:Et_5B_044900
gene:Et_5B_044902 gene:Et_5B_045681
gene:Et_5B_044907 gene:Et_5B_044906
gene:Et_5B_044906 gene:Et_5B_044914
gene:Et_5B_044906 gene:Et_5B_044912
gene:Et_5B_044914 gene:Et_5B_044913
gene:Et_5B_044914 gene:Et_5B_044912
gene:Et_5B_044913 gene:Et_5B_044912
gene:Et_5B_045683 gene:Et_5B_044909
gene:Et_5B_044909 gene:Et_5B_044911
gene:Et_5B_044909 gene:Et_5B_044918
gene:Et_5B_044911 gene:Et_5B_044918
gene:Et_5B_044911 gene:Et_5B_044915
gene:Et_5B_044918 gene:Et_5B_044915
gene:Et_5B_044915 gene:Et_5B_044917
gene:Et_5B_044915 gene:Et_5B_044923
gene:Et_5B_044917 gene:Et_5B_044923
gene:Et_5B_044919 gene:Et_5B_044922
gene:Et_5B_044919 gene:Et_5B_044921
gene:Et_5B_045684 gene:Et_5B_044926
gene:Et_5B_044925 gene:Et_5B_044926
gene:Et_5B_044920 gene:Et_5B_044932
gene:Et_5B_044926 gene:Et_5B_044931
gene:Et_5B_044926 gene:Et_5B_044934
gene:Et_5B_044932 gene:Et_5B_044927
gene:Et_5B_044932 gene:Et_5B_044933
gene:Et_5B_044927 gene:Et_5B_044933
gene:Et_5B_044943 gene:Et_5B_044942
gene:Et_5B_045690 gene:Et_5B_044948
gene:Et_5B_045690 gene:Et_5B_044947
gene:Et_5B_044948 gene:Et_5B_044947
gene:Et_5B_045694 gene:Et_5B_044951
gene:Et_5B_044951 gene:Et_5B_044953
gene:Et_5B_043358 gene:Et_5B_044958
gene:Et_5B_044959 gene:Et_5B_044960
gene:Et_5B_044957 gene:Et_5B_045695
gene:Et_5B_044957 gene:Et_5B_044961
gene:Et_5B_045695 gene:Et_5B_044961
gene:Et_5B_044961 gene:Et_5B_044963
gene:Et_5B_044961 gene:Et_5B_045696
gene:Et_5B_044963 gene:Et_5B_045696
gene:Et_5B_044964 gene:Et_5B_045697
gene:Et_5B_045696 gene:Et_5B_044965
gene:Et_5B_044967 gene:Et_5B_045698
gene:Et_5B_044966 gene:Et_5B_045698
gene:Et_5B_045697 gene:Et_5B_043360
gene:Et_5B_045700 gene:Et_5B_045701
gene:Et_5B_045700 gene:Et_5B_045703
gene:Et_5B_045701 gene:Et_5B_045702
gene:Et_5B_045701 gene:Et_5B_045703
gene:Et_5B_045702 gene:Et_5B_045703
gene:Et_5B_044973 gene:Et_5B_044974
gene:Et_5B_044972 gene:Et_5B_044971
gene:Et_5B_044972 gene:Et_5B_045706
gene:Et_5B_044971 gene:Et_5B_045706
gene:Et_5B_045706 gene:Et_5B_045707
gene:Et_5B_044975 gene:Et_5B_044994
gene:Et_5B_044994 gene:Et_5B_045712
gene:Et_5B_045712 gene:Et_5B_045713
gene:Et_5B_045715 gene:Et_5B_044993
gene:Et_5B_044999 gene:Et_5B_045720
gene:Et_5B_045720 gene:Et_5B_045722
gene:Et_5B_045723 gene:Et_5B_044998
gene:Et_5B_045723 gene:Et_5B_045719
gene:Et_5B_044998 gene:Et_5B_045719
gene:Et_5B_045724 gene:Et_5B_045001
gene:Et_5B_045002 gene:Et_5B_043126
gene:Et_5B_045021 gene:Et_5B_045014
gene:Et_5B_045015 gene:Et_5B_045730
gene:Et_5B_045015 gene:Et_5B_045731
gene:Et_5B_045730 gene:Et_5B_045731
gene:Et_5B_045730 gene:Et_5B_045016
gene:Et_5B_045024 gene:Et_5B_045026
gene:Et_5B_045033 gene:Et_5B_045032
gene:Et_5B_045751 gene:Et_5B_045747
gene:Et_5B_045041 gene:Et_5B_045040
gene:Et_5B_045040 gene:Et_5B_045045
gene:Et_5B_045045 gene:Et_5B_045047
gene:Et_5B_045045 gene:Et_5B_045046
gene:Et_5B_045047 gene:Et_5B_045046
gene:Et_5B_045047 gene:Et_5B_045756
gene:Et_5B_045046 gene:Et_5B_045756
gene:Et_5B_045766 gene:Et_5B_045765
gene:Et_5B_045766 gene:Et_5B_045066
gene:Et_5B_045765 gene:Et_5B_045066
gene:Et_5B_045772 gene:Et_5B_045769
gene:Et_5B_045769 gene:Et_5B_045072
gene:Et_5B_045770 gene:Et_5B_045072
gene:Et_5B_045770 gene:Et_5B_045071
gene:Et_5B_045072 gene:Et_5B_045071
gene:Et_5B_045072 gene:Et_5B_045073
gene:Et_5B_045071 gene:Et_5B_045073
gene:Et_5B_045071 gene:Et_5B_045074
gene:Et_5B_045073 gene:Et_5B_045074
gene:Et_5B_045073 gene:Et_5B_045768
gene:Et_5B_045074 gene:Et_5B_045768
gene:Et_5B_045080 gene:Et_5B_043132
gene:Et_5B_045077 gene:Et_5B_045081
gene:Et_5B_045081 gene:Et_5B_045082
gene:Et_5B_045787 gene:Et_5B_045784
gene:Et_5B_045136 gene:Et_5B_045137
gene:Et_5B_045143 gene:Et_5B_043409
gene:Et_5B_045144 gene:Et_5B_043409
gene:Et_5B_045152 gene:Et_5B_045156
gene:Et_5B_043413 gene:Et_5B_045155
gene:Et_5B_043419 gene:Et_5B_043428
gene:Et_5B_045157 gene:Et_5B_043429
gene:Et_5B_043427 gene:Et_5B_043426
gene:Et_5B_043426 gene:Et_5B_043433
gene:Et_5B_043434 gene:Et_5B_045158
gene:Et_5B_043433 gene:Et_5B_043431
gene:Et_5B_043433 gene:Et_5B_043432
gene:Et_5B_043431 gene:Et_5B_043432
gene:Et_5B_043437 gene:Et_5B_043436
gene:Et_5B_045161 gene:Et_5B_045162
gene:Et_5B_045161 gene:Et_5B_043440
gene:Et_5B_045162 gene:Et_5B_043440
gene:Et_5B_043440 gene:Et_5B_043439
gene:Et_5B_043443 gene:Et_5B_043444
gene:Et_5B_043442 gene:Et_5B_043444
gene:Et_5B_043444 gene:Et_5B_043445
gene:Et_5B_043445 gene:Et_5B_043446
gene:Et_5B_043447 gene:Et_5B_043451
gene:Et_5B_043449 gene:Et_5B_043448
gene:Et_5B_043451 gene:Et_5B_043450
gene:Et_5B_043450 gene:Et_5B_043452
gene:Et_5B_043454 gene:Et_5B_043456
gene:Et_5B_045170 gene:Et_5B_043463
gene:Et_5B_043466 gene:Et_5B_043008
gene:Et_5B_043463 gene:Et_5B_045176
gene:Et_5B_043483 gene:Et_5B_043482
gene:Et_5B_043490 gene:Et_5B_043488
gene:Et_5B_043502 gene:Et_5B_043503
gene:Et_5B_043502 gene:Et_5B_045188
gene:Et_5B_043147 gene:Et_5B_043512
gene:Et_5B_043525 gene:Et_5B_043526
gene:Et_5B_045195 gene:Et_5B_043149
gene:Et_5B_043550 gene:Et_5B_043553
gene:Et_5B_043551 gene:Et_5B_043552
gene:Et_5B_043553 gene:Et_5B_043552
gene:Et_5B_043552 gene:Et_5B_045202
gene:Et_5B_043552 gene:Et_5B_045203
gene:Et_5B_043555 gene:Et_5B_043554
gene:Et_5B_043554 gene:Et_5B_043153
gene:Et_5B_043562 gene:Et_5B_043563
gene:Et_5B_043609 gene:Et_5B_043610
gene:Et_5B_043609 gene:Et_5B_043612
gene:Et_5B_043610 gene:Et_5B_043612
gene:Et_5B_043610 gene:Et_5B_045224
gene:Et_5B_043612 gene:Et_5B_045224
gene:Et_5B_043634 gene:Et_5B_043636
gene:Et_5B_043703 gene:Et_5B_043168
gene:Et_5B_043710 gene:Et_5B_043709
gene:Et_5B_043710 gene:Et_5B_043712
gene:Et_5B_043713 gene:Et_5B_043712
gene:Et_5B_043713 gene:Et_5B_043711
gene:Et_5B_043712 gene:Et_5B_043711
gene:Et_5B_043712 gene:Et_5B_043708
gene:Et_5B_043711 gene:Et_5B_043708
gene:Et_5B_043707 gene:Et_5B_043716
gene:Et_5B_043714 gene:Et_5B_043718
gene:Et_5B_043708 gene:Et_5B_043716
gene:Et_5B_043725 gene:Et_5B_043724
gene:Et_5B_045252 gene:Et_5B_043732
gene:Et_5B_043026 gene:Et_5B_043742
gene:Et_5B_043744 gene:Et_5B_043743
gene:Et_5B_043744 gene:Et_5B_043747
gene:Et_5B_043743 gene:Et_5B_043747
gene:Et_5B_043752 gene:Et_5B_043754
gene:Et_5B_043756 gene:Et_5B_043755
gene:Et_5B_043756 gene:Et_5B_043757
gene:Et_5B_043755 gene:Et_5B_043757
gene:Et_5B_043029 gene:Et_5B_043759
gene:Et_5B_043759 gene:Et_5B_043758
gene:Et_5B_043758 gene:Et_5B_045264
gene:Et_5B_043764 gene:Et_5B_045265
gene:Et_5B_045264 gene:Et_5B_045265
gene:Et_5B_043183 gene:Et_5B_043034
gene:Et_5B_045266 gene:Et_5B_043775
gene:Et_5B_043772 gene:Et_5B_043775
gene:Et_5B_043772 gene:Et_5B_043773
gene:Et_5B_043775 gene:Et_5B_043774
gene:Et_5B_043774 gene:Et_5B_043184
gene:Et_5B_045273 gene:Et_5B_045276
gene:Et_5B_043792 gene:Et_5B_043791
gene:Et_5B_043792 gene:Et_5B_043790
gene:Et_5B_043791 gene:Et_5B_043790
gene:Et_5B_043788 gene:Et_5B_043795
gene:Et_5B_043806 gene:Et_5B_045278
gene:Et_5B_043818 gene:Et_5B_043817
gene:Et_5B_045281 gene:Et_5B_045282
gene:Et_5B_043825 gene:Et_5B_043824
gene:Et_5B_043821 gene:Et_5B_043826
gene:Et_5B_043826 gene:Et_5B_043823
gene:Et_5B_043824 gene:Et_5B_043822
gene:Et_5B_043824 gene:Et_5B_043829
gene:Et_5B_043823 gene:Et_5B_045287
gene:Et_5B_043823 gene:Et_5B_043829
gene:Et_5B_045287 gene:Et_5B_043829
gene:Et_5B_043831 gene:Et_5B_043829
gene:Et_5B_043831 gene:Et_5B_043833
gene:Et_5B_043829 gene:Et_5B_043833
gene:Et_5B_043829 gene:Et_5B_043834
gene:Et_5B_043834 gene:Et_5B_045286
gene:Et_5B_043832 gene:Et_5B_043835
gene:Et_5B_045286 gene:Et_5B_043836
gene:Et_5B_043835 gene:Et_5B_043838
gene:Et_5B_043838 gene:Et_5B_043837
gene:Et_5B_043191 gene:Et_5B_043828
gene:Et_5B_043847 gene:Et_5B_043846
gene:Et_5B_043846 gene:Et_5B_043843
gene:Et_5B_043843 gene:Et_5B_045288
gene:Et_5B_043848 gene:Et_5B_043844
gene:Et_5B_043848 gene:Et_5B_043849
gene:Et_5B_043844 gene:Et_5B_043849
gene:Et_5B_043844 gene:Et_5B_045289
gene:Et_5B_043849 gene:Et_5B_045289
gene:Et_5B_043856 gene:Et_5B_043857
gene:Et_5B_045292 gene:Et_5B_043863
gene:Et_5B_043864 gene:Et_5B_043862
gene:Et_5B_043195 gene:Et_5B_045301
gene:Et_5B_043881 gene:Et_5B_045299
gene:Et_5B_043896 gene:Et_5B_043207
gene:Et_5B_043902 gene:Et_5B_045304
gene:Et_5B_043910 gene:Et_5B_043909
gene:Et_5B_043209 gene:Et_5B_043916
gene:Et_5B_043945 gene:Et_5B_043944
gene:Et_5B_045322 gene:Et_5B_045323
gene:Et_5B_045324 gene:Et_5B_043965
gene:Et_5B_043972 gene:Et_5B_043967
gene:Et_5B_043967 gene:Et_5B_045326
gene:Et_5B_045327 gene:Et_5B_043218
gene:Et_5B_045327 gene:Et_5B_045328
gene:Et_5B_043218 gene:Et_5B_045328
gene:Et_5B_045331 gene:Et_5B_043991
gene:Et_5B_045332 gene:Et_5B_043991
gene:Et_5B_043985 gene:Et_5B_043221
gene:Et_5B_043222 gene:Et_5B_043988
gene:Et_5B_043222 gene:Et_5B_043987
gene:Et_5B_043988 gene:Et_5B_043987
gene:Et_5B_043988 gene:Et_5B_043986
gene:Et_5B_043987 gene:Et_5B_043986
gene:Et_5B_043992 gene:Et_5B_043989
gene:Et_5B_043997 gene:Et_5B_043999
gene:Et_5B_044008 gene:Et_5B_044007
gene:Et_5B_044006 gene:Et_5B_045341
gene:Et_5B_045341 gene:Et_5B_044022
gene:Et_5B_044022 gene:Et_5B_044021
gene:Et_5B_044022 gene:Et_5B_045345
gene:Et_5B_045345 gene:Et_5B_045346
gene:Et_5B_045345 gene:Et_5B_044023
gene:Et_5B_045346 gene:Et_5B_044023
gene:Et_5B_044030 gene:Et_5B_044032
gene:Et_5B_044035 gene:Et_5B_044036
gene:Et_5B_044034 gene:Et_5B_044036
gene:Et_5B_044032 gene:Et_5B_044037
gene:Et_5B_044037 gene:Et_5B_045349
gene:Et_5B_044037 gene:Et_5B_044039
gene:Et_5B_045349 gene:Et_5B_044039
gene:Et_5B_045349 gene:Et_5B_044038
gene:Et_5B_044039 gene:Et_5B_044038
gene:Et_5B_044040 gene:Et_5B_044045
gene:Et_5B_044045 gene:Et_5B_044041
gene:Et_5B_044042 gene:Et_5B_044044
gene:Et_5B_044044 gene:Et_5B_044043
gene:Et_5B_044047 gene:Et_5B_044041
gene:Et_5B_044056 gene:Et_5B_044055
gene:Et_5B_044056 gene:Et_5B_044059
gene:Et_5B_044055 gene:Et_5B_044059
gene:Et_5B_044059 gene:Et_5B_043236
gene:Et_5B_045351 gene:Et_5B_044062
gene:Et_5B_044067 gene:Et_5B_044062
gene:Et_5B_044069 gene:Et_5B_044062
gene:Et_5B_044068 gene:Et_5B_044062
gene:Et_5B_044062 gene:Et_5B_044061
gene:Et_5B_044061 gene:Et_5B_044078
gene:Et_5B_044078 gene:Et_5B_044077
gene:Et_5B_044077 gene:Et_5B_044076
gene:Et_5B_045354 gene:Et_5B_044070
gene:Et_5B_044073 gene:Et_5B_044072
gene:Et_5B_044075 gene:Et_5B_044074
gene:Et_5B_044082 gene:Et_5B_045357
gene:Et_5B_045356 gene:Et_5B_044081
gene:Et_5B_045357 gene:Et_5B_044081
gene:Et_5B_045357 gene:Et_5B_044087
gene:Et_5B_044081 gene:Et_5B_044087
gene:Et_5B_044081 gene:Et_5B_044084
gene:Et_5B_044087 gene:Et_5B_043242
gene:Et_5B_043242 gene:Et_5B_044084
gene:Et_5B_043242 gene:Et_5B_044085
gene:Et_5B_044084 gene:Et_5B_044085
gene:Et_5B_044084 gene:Et_5B_044086
gene:Et_5B_044085 gene:Et_5B_044086
gene:Et_5B_044085 gene:Et_5B_044083
gene:Et_5B_044086 gene:Et_5B_044083
gene:Et_5B_044086 gene:Et_5B_043067
gene:Et_5B_043067 gene:Et_5B_044091
gene:Et_5B_043243 gene:Et_5B_044091
gene:Et_5B_044089 gene:Et_5B_044088
gene:Et_5B_044091 gene:Et_5B_044090
gene:Et_5B_043249 gene:Et_5B_044109
gene:Et_5B_044111 gene:Et_5B_043250
gene:Et_5B_044126 gene:Et_5B_044127
gene:Et_5B_044125 gene:Et_5B_044127
gene:Et_5B_044121 gene:Et_5B_044120
gene:Et_5B_044123 gene:Et_5B_045379
gene:Et_5B_044132 gene:Et_5B_043070
gene:Et_5B_044134 gene:Et_5B_043255
gene:Et_5B_044136 gene:Et_5B_044135
gene:Et_5B_044136 gene:Et_5B_044137
gene:Et_5B_044135 gene:Et_5B_044137
gene:Et_5B_044137 gene:Et_5B_045383
gene:Et_5B_045383 gene:Et_5B_045384
gene:Et_5B_045383 gene:Et_5B_043259
gene:Et_5B_045384 gene:Et_5B_043259
gene:Et_5B_045384 gene:Et_5B_044138
gene:Et_5B_043259 gene:Et_5B_044138
gene:Et_5B_044138 gene:Et_5B_043072
gene:Et_5B_044147 gene:Et_5B_044146
gene:Et_5B_044147 gene:Et_5B_045390
gene:Et_5B_044146 gene:Et_5B_045390
gene:Et_5B_045388 gene:Et_5B_044142
gene:Et_5B_044163 gene:Et_5B_044162
gene:Et_5B_045409 gene:Et_5B_043078
gene:Et_5B_045412 gene:Et_5B_044205
gene:Et_5B_045412 gene:Et_5B_044207
gene:Et_5B_044205 gene:Et_5B_044207
gene:Et_5B_045418 gene:Et_5B_044232
gene:Et_5B_045419 gene:Et_5B_044228
gene:Et_5B_044231 gene:Et_5B_044230
gene:Et_5B_044239 gene:Et_5B_044238
gene:Et_5B_044238 gene:Et_5B_044237
gene:Et_5B_044241 gene:Et_5B_045421
gene:Et_5B_044269 gene:Et_5B_044268
gene:Et_5B_044272 gene:Et_5B_044271
gene:Et_5B_043084 gene:Et_5B_043083
gene:Et_5B_045432 gene:Et_5B_045433
gene:Et_5B_045434 gene:Et_5B_044292
gene:Et_5B_045434 gene:Et_5B_045435
gene:Et_5B_044292 gene:Et_5B_045435
gene:Et_5B_044296 gene:Et_5B_044300
gene:Et_5B_043294 gene:Et_5B_044302
gene:Et_5B_044303 gene:Et_5B_044302
gene:Et_5B_044308 gene:Et_5B_044307
gene:Et_5B_044306 gene:Et_5B_044307
gene:Et_5B_043295 gene:Et_5B_044316
gene:Et_5B_044323 gene:Et_5B_045442
gene:Et_5B_044318 gene:Et_5B_044317
gene:Et_5B_045443 gene:Et_5B_043296
gene:Et_5B_044317 gene:Et_5B_045445
gene:Et_5B_045445 gene:Et_5B_044324
gene:Et_5B_043296 gene:Et_5B_044320
gene:Et_5B_045450 gene:Et_5B_045447
gene:Et_5B_045450 gene:Et_5B_045448
gene:Et_5B_045447 gene:Et_5B_045448
gene:Et_5B_044338 gene:Et_5B_044340
gene:Et_5B_044342 gene:Et_5B_044354
gene:Et_5B_043091 gene:Et_5B_044359
gene:Et_5B_044354 gene:Et_5B_044359
gene:Et_5B_044359 gene:Et_5B_044358
gene:Et_5B_044357 gene:Et_5B_044356
gene:Et_5B_044378 gene:Et_5B_044376
gene:Et_5B_044378 gene:Et_5B_044377
gene:Et_5B_044376 gene:Et_5B_044377
gene:Et_5B_044376 gene:Et_5B_044373
gene:Et_5B_044377 gene:Et_5B_044374
gene:Et_5B_044374 gene:Et_5B_044373
gene:Et_5B_044402 gene:Et_5B_044400
gene:Et_5B_044401 gene:Et_5B_044400
gene:Et_5B_044399 gene:Et_5B_044403
gene:Et_5B_044406 gene:Et_5B_044405
gene:Et_5B_044406 gene:Et_5B_044404
gene:Et_5B_044405 gene:Et_5B_044404
gene:Et_5B_044411 gene:Et_5B_044410
gene:Et_5B_044411 gene:Et_5B_044417
gene:Et_5B_044410 gene:Et_5B_044417
gene:Et_6A_046213 gene:Et_6A_046214
gene:Et_6A_046733 gene:Et_6A_046734
gene:Et_6A_046735 gene:Et_6A_046734
gene:Et_6A_046732 gene:Et_6A_047250
gene:Et_6A_047250 gene:Et_6A_047249
gene:Et_6A_047991 gene:Et_6A_046132
gene:Et_6A_047991 gene:Et_6A_045897
gene:Et_6A_045905 gene:Et_6A_047390
gene:Et_6A_047444 gene:Et_6A_047443
gene:Et_6A_047443 gene:Et_6A_047445
gene:Et_6A_047445 gene:Et_6A_047447
gene:Et_6A_047530 gene:Et_6A_047529
gene:Et_6A_047600 gene:Et_6A_047599
gene:Et_6A_047529 gene:Et_6A_048157
gene:Et_6A_047599 gene:Et_6A_048155
gene:Et_6A_048157 gene:Et_6A_047598
gene:Et_6A_046190 gene:Et_6A_047638
gene:Et_6A_047733 gene:Et_6A_047734
gene:Et_6A_047729 gene:Et_6A_047730
gene:Et_6A_046320 gene:Et_6A_046376
gene:Et_6A_047769 gene:Et_6A_046437
gene:Et_6A_045978 gene:Et_6A_045989
gene:Et_6A_046486 gene:Et_6A_046485
gene:Et_6A_046551 gene:Et_6A_046552
gene:Et_6A_046550 gene:Et_6A_046552
gene:Et_6A_046560 gene:Et_6A_046559
gene:Et_6A_046561 gene:Et_6A_047801
gene:Et_6A_046595 gene:Et_6A_047815
gene:Et_6A_046660 gene:Et_6A_046661
gene:Et_6A_046658 gene:Et_6A_046738
gene:Et_6A_046738 gene:Et_6A_046737
gene:Et_6A_046738 gene:Et_6A_046739
gene:Et_6A_046737 gene:Et_6A_046739
gene:Et_6A_045856 gene:Et_6A_046744
gene:Et_6A_046741 gene:Et_6A_046742
gene:Et_6A_046818 gene:Et_6A_046817
gene:Et_6A_046818 gene:Et_6A_046819
gene:Et_6A_047889 gene:Et_6A_047892
gene:Et_6A_047889 gene:Et_6A_047893
gene:Et_6A_047892 gene:Et_6A_047893
gene:Et_6A_047893 gene:Et_6A_046948
gene:Et_6A_047939 gene:Et_6A_047940
gene:Et_6A_047085 gene:Et_6A_047941
gene:Et_6A_047941 gene:Et_6A_047944
gene:Et_6A_047942 gene:Et_6A_047943
gene:Et_6A_047942 gene:Et_6A_047944
gene:Et_6A_047943 gene:Et_6A_047944
gene:Et_6A_047959 gene:Et_6A_046115
gene:Et_6A_047959 gene:Et_6A_047221
gene:Et_6A_046115 gene:Et_6A_047221
gene:Et_6A_047979 gene:Et_6A_047223
gene:Et_6A_047223 gene:Et_6A_047980
gene:Et_6A_047262 gene:Et_6A_047263
gene:Et_6A_047262 gene:Et_6A_047264
gene:Et_6A_047263 gene:Et_6A_047265
gene:Et_6A_047260 gene:Et_6A_047997
gene:Et_6A_047265 gene:Et_6A_047264
gene:Et_6A_047265 gene:Et_6A_047268
gene:Et_6A_047264 gene:Et_6A_047268
gene:Et_6A_047998 gene:Et_6A_047269
gene:Et_6A_047268 gene:Et_6A_048000
gene:Et_6A_047997 gene:Et_6A_047261
gene:Et_6A_047269 gene:Et_6A_047272
gene:Et_6A_048000 gene:Et_6A_047270
gene:Et_6A_047270 gene:Et_6A_047271
gene:Et_6A_047272 gene:Et_6A_047271
gene:Et_6A_047272 gene:Et_6A_047273
gene:Et_6A_047271 gene:Et_6A_047273
gene:Et_6A_047267 gene:Et_6A_047276
gene:Et_6A_047267 gene:Et_6A_047275
gene:Et_6A_047276 gene:Et_6A_047275
gene:Et_6A_048002 gene:Et_6A_048004
gene:Et_6A_048004 gene:Et_6A_048003
gene:Et_6A_048004 gene:Et_6A_047282
gene:Et_6A_048015 gene:Et_6A_047299
gene:Et_6A_048018 gene:Et_6A_047301
gene:Et_6A_047301 gene:Et_6A_047303
gene:Et_6A_047313 gene:Et_6A_045900
gene:Et_6A_047333 gene:Et_6A_048033
gene:Et_6A_047332 gene:Et_6A_048033
gene:Et_6A_047338 gene:Et_6A_047337
gene:Et_6A_047337 gene:Et_6A_047340
gene:Et_6A_048034 gene:Et_6A_048042
gene:Et_6A_047340 gene:Et_6A_047345
gene:Et_6A_047347 gene:Et_6A_047345
gene:Et_6A_047347 gene:Et_6A_047348
gene:Et_6A_047345 gene:Et_6A_047348
gene:Et_6A_047345 gene:Et_6A_047346
gene:Et_6A_047348 gene:Et_6A_047341
gene:Et_6A_048043 gene:Et_6A_047350
gene:Et_6A_048044 gene:Et_6A_047350
gene:Et_6A_047350 gene:Et_6A_048048
gene:Et_6A_047366 gene:Et_6A_047367
gene:Et_6A_048055 gene:Et_6A_047372
gene:Et_6A_047375 gene:Et_6A_047374
gene:Et_6A_047375 gene:Et_6A_047376
gene:Et_6A_047374 gene:Et_6A_047376
gene:Et_6A_047379 gene:Et_6A_047380
gene:Et_6A_047381 gene:Et_6A_047384
gene:Et_6A_047387 gene:Et_6A_047393
gene:Et_6A_045906 gene:Et_6A_045907
gene:Et_6A_045907 gene:Et_6A_045908
gene:Et_6A_047403 gene:Et_6A_047402
gene:Et_6A_047400 gene:Et_6A_047399
gene:Et_6A_047400 gene:Et_6A_047401
